"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0006060 sorbitol metabolic process",NA,NA,NA,NA,1,NA
"GO:0006062 sorbitol catabolic process",NA,NA,NA,NA,1,NA
"GO:0006063 uronic acid metabolic process",NA,NA,NA,NA,9,NA
"GO:0006064 glucuronate catabolic process",NA,NA,NA,NA,1,NA
"GO:0006065 UDP-glucuronate biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006068 ethanol catabolic process",NA,NA,NA,NA,6,NA
"GO:0006072 glycerol-3-phosphate metabolic process",NA,NA,NA,NA,6,NA
"GO:0006082 organic acid metabolic process",NA,NA,NA,NA,995,NA
"GO:0006083 acetate metabolic process",NA,NA,NA,NA,3,NA
"GO:0006089 lactate metabolic process",NA,NA,NA,NA,5,NA
"GO:0006097 glyoxylate cycle",NA,NA,NA,NA,2,NA
"GO:0006101 citrate metabolic process",NA,NA,NA,NA,6,NA
"GO:0006102 isocitrate metabolic process",NA,NA,NA,NA,5,NA
"GO:0006104 succinyl-CoA metabolic process",NA,NA,NA,NA,5,NA
"GO:0006106 fumarate metabolic process",NA,NA,NA,NA,3,NA
"GO:0006107 oxaloacetate metabolic process",NA,NA,NA,NA,8,NA
"GO:0006108 malate metabolic process",NA,NA,NA,NA,6,NA
"GO:0006114 glycerol biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006116 NADH oxidation",NA,NA,NA,NA,2,NA
"GO:0006117 acetaldehyde metabolic process",NA,NA,NA,NA,1,NA
"GO:0006121 mitochondrial electron transport, succinate to ubiquinone",NA,NA,NA,NA,2,NA
"GO:0006122 mitochondrial electron transport, ubiquinol to cytochrome c",NA,NA,NA,NA,6,NA
"GO:0006123 mitochondrial electron transport, cytochrome c to oxygen",NA,NA,NA,NA,5,NA
"GO:0006139 nucleobase-containing compound metabolic process",NA,NA,NA,NA,5079,NA
"GO:0006145 purine nucleobase catabolic process",NA,NA,NA,NA,3,NA
"GO:0006147 guanine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006148 inosine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006154 adenosine catabolic process",NA,NA,NA,NA,3,NA
"GO:0006157 deoxyadenosine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006163 purine nucleotide metabolic process",NA,NA,NA,NA,678,NA
"GO:0006166 purine ribonucleoside salvage",NA,NA,NA,NA,4,NA
"GO:0006167 AMP biosynthetic process",NA,NA,NA,NA,6,NA
"GO:0006168 adenine salvage",NA,NA,NA,NA,2,NA
"GO:0006172 ADP biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006173 dADP biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006175 dATP biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006177 GMP biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006178 guanine salvage",NA,NA,NA,NA,1,NA
"GO:0006189 'de novo' IMP biosynthetic process",NA,NA,NA,NA,6,NA
"GO:0006193 ITP catabolic process",NA,NA,NA,NA,1,NA
"GO:0006196 AMP catabolic process",NA,NA,NA,NA,2,NA
"GO:0006203 dGTP catabolic process",NA,NA,NA,NA,2,NA
"GO:0006207 'de novo' pyrimidine nucleobase biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006208 pyrimidine nucleobase catabolic process",NA,NA,NA,NA,7,NA
"GO:0006210 thymine catabolic process",NA,NA,NA,NA,2,NA
"GO:0006212 uracil catabolic process",NA,NA,NA,NA,2,NA
"GO:0006214 thymidine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006216 cytidine catabolic process",NA,NA,NA,NA,8,NA
"GO:0006225 UDP biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006226 dUMP biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006227 dUDP biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006231 dTMP biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006233 dTDP biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006235 dTTP biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006240 dCDP biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006244 pyrimidine nucleotide catabolic process",NA,NA,NA,NA,8,NA
"GO:0006256 UDP catabolic process",NA,NA,NA,NA,1,NA
"GO:0006258 UDP-glucose catabolic process",NA,NA,NA,NA,2,NA
"GO:0006259 DNA metabolic process",NA,NA,NA,NA,844,NA
"GO:0006264 mitochondrial DNA replication",NA,NA,NA,NA,9,NA
"GO:0006265 DNA topological change",NA,NA,NA,NA,9,NA
"GO:0006268 DNA unwinding involved in replication",NA,NA,NA,NA,8,NA
"GO:0006269 DNA replication, synthesis of RNA primer",NA,NA,NA,NA,4,NA
"GO:0006272 leading strand elongation",NA,NA,NA,NA,1,NA
"GO:0006273 lagging strand elongation",NA,NA,NA,NA,8,NA
"GO:0006285 base-excision repair, AP site formation",NA,NA,NA,NA,8,NA
"GO:0006287 base-excision repair, gap-filling",NA,NA,NA,NA,4,NA
"GO:0006288 base-excision repair, DNA ligation",NA,NA,NA,NA,2,NA
"GO:0006290 pyrimidine dimer repair",NA,NA,NA,NA,7,NA
"GO:0006295 nucleotide-excision repair, DNA incision, 3'-to lesion",NA,NA,NA,NA,3,NA
"GO:0006296 nucleotide-excision repair, DNA incision, 5'-to lesion",NA,NA,NA,NA,3,NA
"GO:0006307 DNA dealkylation involved in DNA repair",NA,NA,NA,NA,7,NA
"GO:0006311 meiotic gene conversion",NA,NA,NA,NA,2,NA
"GO:0006313 transposition, DNA-mediated",NA,NA,NA,NA,2,NA
"GO:0006325 chromatin organization",NA,NA,NA,NA,507,NA
"GO:0006335 DNA replication-dependent nucleosome assembly",NA,NA,NA,NA,2,NA
"GO:0006343 establishment of chromatin silencing",NA,NA,NA,NA,1,NA
"GO:0006344 maintenance of chromatin silencing",NA,NA,NA,NA,3,NA
"GO:0006346 methylation-dependent chromatin silencing",NA,NA,NA,NA,9,NA
"GO:0006348 chromatin silencing at telomere",NA,NA,NA,NA,2,NA
"GO:0006351 transcription, DNA-dependent",NA,NA,NA,NA,3111,NA
"GO:0006355 regulation of transcription, DNA-dependent",NA,NA,NA,NA,2808,NA
"GO:0006357 regulation of transcription from RNA polymerase II promoter",NA,NA,NA,NA,1234,NA
"GO:0006366 transcription from RNA polymerase II promoter",NA,NA,NA,NA,1406,NA
"GO:0006382 adenosine to inosine editing",NA,NA,NA,NA,3,NA
"GO:0006384 transcription initiation from RNA polymerase III promoter",NA,NA,NA,NA,3,NA
"GO:0006388 tRNA splicing, via endonucleolytic cleavage and ligation",NA,NA,NA,NA,6,NA
"GO:0006390 transcription from mitochondrial promoter",NA,NA,NA,NA,9,NA
"GO:0006391 transcription initiation from mitochondrial promoter",NA,NA,NA,NA,3,NA
"GO:0006393 termination of mitochondrial transcription",NA,NA,NA,NA,1,NA
"GO:0006396 RNA processing",NA,NA,NA,NA,637,NA
"GO:0006398 histone mRNA 3'-end processing",NA,NA,NA,NA,6,NA
"GO:0006404 RNA import into nucleus",NA,NA,NA,NA,2,NA
"GO:0006407 rRNA export from nucleus",NA,NA,NA,NA,2,NA
"GO:0006408 snRNA export from nucleus",NA,NA,NA,NA,2,NA
"GO:0006409 tRNA export from nucleus",NA,NA,NA,NA,1,NA
"GO:0006419 alanyl-tRNA aminoacylation",NA,NA,NA,NA,3,NA
"GO:0006420 arginyl-tRNA aminoacylation",NA,NA,NA,NA,3,NA
"GO:0006421 asparaginyl-tRNA aminoacylation",NA,NA,NA,NA,3,NA
"GO:0006422 aspartyl-tRNA aminoacylation",NA,NA,NA,NA,1,NA
"GO:0006423 cysteinyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006424 glutamyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006425 glutaminyl-tRNA aminoacylation",NA,NA,NA,NA,1,NA
"GO:0006426 glycyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006427 histidyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006428 isoleucyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006429 leucyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006430 lysyl-tRNA aminoacylation",NA,NA,NA,NA,1,NA
"GO:0006431 methionyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006432 phenylalanyl-tRNA aminoacylation",NA,NA,NA,NA,4,NA
"GO:0006433 prolyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006434 seryl-tRNA aminoacylation",NA,NA,NA,NA,3,NA
"GO:0006435 threonyl-tRNA aminoacylation",NA,NA,NA,NA,3,NA
"GO:0006436 tryptophanyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006437 tyrosyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006438 valyl-tRNA aminoacylation",NA,NA,NA,NA,2,NA
"GO:0006447 regulation of translational initiation by iron",NA,NA,NA,NA,2,NA
"GO:0006449 regulation of translational termination",NA,NA,NA,NA,7,NA
"GO:0006450 regulation of translational fidelity",NA,NA,NA,NA,2,NA
"GO:0006451 translational readthrough",NA,NA,NA,NA,6,NA
"GO:0006452 translational frameshifting",NA,NA,NA,NA,3,NA
"GO:0006461 protein complex assembly",NA,NA,NA,NA,778,NA
"GO:0006463 steroid hormone receptor complex assembly",NA,NA,NA,NA,1,NA
"GO:0006464 cellular protein modification process",NA,NA,NA,NA,2457,NA
"GO:0006465 signal peptide processing",NA,NA,NA,NA,9,NA
"GO:0006468 protein phosphorylation",NA,NA,NA,NA,1114,NA
"GO:0006477 protein sulfation",NA,NA,NA,NA,6,NA
"GO:0006478 peptidyl-tyrosine sulfation",NA,NA,NA,NA,2,NA
"GO:0006480 N-terminal protein amino acid methylation",NA,NA,NA,NA,1,NA
"GO:0006481 C-terminal protein methylation",NA,NA,NA,NA,2,NA
"GO:0006489 dolichyl diphosphate biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006491 N-glycan processing",NA,NA,NA,NA,9,NA
"GO:0006498 N-terminal protein lipidation",NA,NA,NA,NA,4,NA
"GO:0006499 N-terminal protein myristoylation",NA,NA,NA,NA,2,NA
"GO:0006500 N-terminal protein palmitoylation",NA,NA,NA,NA,2,NA
"GO:0006507 GPI anchor release",NA,NA,NA,NA,1,NA
"GO:0006508 proteolysis",NA,NA,NA,NA,932,NA
"GO:0006515 misfolded or incompletely synthesized protein catabolic process",NA,NA,NA,NA,9,NA
"GO:0006517 protein deglycosylation",NA,NA,NA,NA,2,NA
"GO:0006522 alanine metabolic process",NA,NA,NA,NA,5,NA
"GO:0006524 alanine catabolic process",NA,NA,NA,NA,5,NA
"GO:0006526 arginine biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0006527 arginine catabolic process",NA,NA,NA,NA,8,NA
"GO:0006528 asparagine metabolic process",NA,NA,NA,NA,4,NA
"GO:0006529 asparagine biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006530 asparagine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006531 aspartate metabolic process",NA,NA,NA,NA,5,NA
"GO:0006532 aspartate biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006533 aspartate catabolic process",NA,NA,NA,NA,4,NA
"GO:0006534 cysteine metabolic process",NA,NA,NA,NA,8,NA
"GO:0006535 cysteine biosynthetic process from serine",NA,NA,NA,NA,1,NA
"GO:0006537 glutamate biosynthetic process",NA,NA,NA,NA,6,NA
"GO:0006538 glutamate catabolic process",NA,NA,NA,NA,7,NA
"GO:0006540 glutamate decarboxylation to succinate",NA,NA,NA,NA,2,NA
"GO:0006542 glutamine biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006543 glutamine catabolic process",NA,NA,NA,NA,4,NA
"GO:0006545 glycine biosynthetic process",NA,NA,NA,NA,5,NA
"GO:0006546 glycine catabolic process",NA,NA,NA,NA,8,NA
"GO:0006547 histidine metabolic process",NA,NA,NA,NA,7,NA
"GO:0006548 histidine catabolic process",NA,NA,NA,NA,5,NA
"GO:0006549 isoleucine metabolic process",NA,NA,NA,NA,4,NA
"GO:0006550 isoleucine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006551 leucine metabolic process",NA,NA,NA,NA,7,NA
"GO:0006552 leucine catabolic process",NA,NA,NA,NA,5,NA
"GO:0006553 lysine metabolic process",NA,NA,NA,NA,9,NA
"GO:0006554 lysine catabolic process",NA,NA,NA,NA,9,NA
"GO:0006556 S-adenosylmethionine biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006557 S-adenosylmethioninamine biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006558 L-phenylalanine metabolic process",NA,NA,NA,NA,9,NA
"GO:0006559 L-phenylalanine catabolic process",NA,NA,NA,NA,9,NA
"GO:0006561 proline biosynthetic process",NA,NA,NA,NA,7,NA
"GO:0006562 proline catabolic process",NA,NA,NA,NA,4,NA
"GO:0006563 L-serine metabolic process",NA,NA,NA,NA,8,NA
"GO:0006564 L-serine biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0006565 L-serine catabolic process",NA,NA,NA,NA,3,NA
"GO:0006566 threonine metabolic process",NA,NA,NA,NA,4,NA
"GO:0006567 threonine catabolic process",NA,NA,NA,NA,1,NA
"GO:0006570 tyrosine metabolic process",NA,NA,NA,NA,9,NA
"GO:0006572 tyrosine catabolic process",NA,NA,NA,NA,5,NA
"GO:0006573 valine metabolic process",NA,NA,NA,NA,8,NA
"GO:0006574 valine catabolic process",NA,NA,NA,NA,3,NA
"GO:0006578 amino-acid betaine biosynthetic process",NA,NA,NA,NA,7,NA
"GO:0006579 amino-acid betaine catabolic process",NA,NA,NA,NA,4,NA
"GO:0006581 acetylcholine catabolic process",NA,NA,NA,NA,2,NA
"GO:0006583 melanin biosynthetic process from tyrosine",NA,NA,NA,NA,2,NA
"GO:0006585 dopamine biosynthetic process from tyrosine",NA,NA,NA,NA,1,NA
"GO:0006591 ornithine metabolic process",NA,NA,NA,NA,5,NA
"GO:0006592 ornithine biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006597 spermine biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006598 polyamine catabolic process",NA,NA,NA,NA,5,NA
"GO:0006599 phosphagen metabolic process",NA,NA,NA,NA,1,NA
"GO:0006601 creatine biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006603 phosphocreatine metabolic process",NA,NA,NA,NA,1,NA
"GO:0006608 snRNP protein import into nucleus",NA,NA,NA,NA,1,NA
"GO:0006610 ribosomal protein import into nucleus",NA,NA,NA,NA,4,NA
"GO:0006616 SRP-dependent cotranslational protein targeting to membrane, translocation",NA,NA,NA,NA,1,NA
"GO:0006617 SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",NA,NA,NA,NA,1,NA
"GO:0006620 posttranslational protein targeting to membrane",NA,NA,NA,NA,1,NA
"GO:0006621 protein retention in ER lumen",NA,NA,NA,NA,9,NA
"GO:0006622 protein targeting to lysosome",NA,NA,NA,NA,9,NA
"GO:0006627 protein processing involved in protein targeting to mitochondrion",NA,NA,NA,NA,2,NA
"GO:0006629 lipid metabolic process",NA,NA,NA,NA,1138,NA
"GO:0006642 triglyceride mobilization",NA,NA,NA,NA,5,NA
"GO:0006649 phospholipid transfer to membrane",NA,NA,NA,NA,2,NA
"GO:0006651 diacylglycerol biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0006657 CDP-choline pathway",NA,NA,NA,NA,7,NA
"GO:0006659 phosphatidylserine biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0006663 platelet activating factor biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0006666 3-keto-sphinganine metabolic process",NA,NA,NA,NA,1,NA
"GO:0006667 sphinganine metabolic process",NA,NA,NA,NA,3,NA
"GO:0006668 sphinganine-1-phosphate metabolic process",NA,NA,NA,NA,2,NA
"GO:0006669 sphinganine-1-phosphate biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006671 phytosphingosine metabolic process",NA,NA,NA,NA,1,NA
"GO:0006678 glucosylceramide metabolic process",NA,NA,NA,NA,6,NA
"GO:0006679 glucosylceramide biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006680 glucosylceramide catabolic process",NA,NA,NA,NA,3,NA
"GO:0006681 galactosylceramide metabolic process",NA,NA,NA,NA,5,NA
"GO:0006682 galactosylceramide biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006683 galactosylceramide catabolic process",NA,NA,NA,NA,1,NA
"GO:0006685 sphingomyelin catabolic process",NA,NA,NA,NA,6,NA
"GO:0006686 sphingomyelin biosynthetic process",NA,NA,NA,NA,5,NA
"GO:0006689 ganglioside catabolic process",NA,NA,NA,NA,4,NA
"GO:0006696 ergosterol biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006701 progesterone biosynthetic process",NA,NA,NA,NA,7,NA
"GO:0006703 estrogen biosynthetic process",NA,NA,NA,NA,9,NA
"GO:0006710 androgen catabolic process",NA,NA,NA,NA,2,NA
"GO:0006711 estrogen catabolic process",NA,NA,NA,NA,1,NA
"GO:0006713 glucocorticoid catabolic process",NA,NA,NA,NA,1,NA
"GO:0006714 sesquiterpenoid metabolic process",NA,NA,NA,NA,3,NA
"GO:0006722 triterpenoid metabolic process",NA,NA,NA,NA,1,NA
"GO:0006725 cellular aromatic compound metabolic process",NA,NA,NA,NA,5238,NA
"GO:0006726 eye pigment biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0006729 tetrahydrobiopterin biosynthetic process",NA,NA,NA,NA,6,NA
"GO:0006734 NADH metabolic process",NA,NA,NA,NA,6,NA
"GO:0006738 nicotinamide riboside catabolic process",NA,NA,NA,NA,1,NA
"GO:0006741 NADP biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0006742 NADP catabolic process",NA,NA,NA,NA,2,NA
"GO:0006744 ubiquinone biosynthetic process",NA,NA,NA,NA,9,NA
"GO:0006746 FADH2 metabolic process",NA,NA,NA,NA,1,NA
"GO:0006747 FAD biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006753 nucleoside phosphate metabolic process",NA,NA,NA,NA,823,NA
"GO:0006768 biotin metabolic process",NA,NA,NA,NA,2,NA
"GO:0006769 nicotinamide metabolic process",NA,NA,NA,NA,2,NA
"GO:0006771 riboflavin metabolic process",NA,NA,NA,NA,4,NA
"GO:0006772 thiamine metabolic process",NA,NA,NA,NA,3,NA
"GO:0006776 vitamin A metabolic process",NA,NA,NA,NA,7,NA
"GO:0006777 Mo-molybdopterin cofactor biosynthetic process",NA,NA,NA,NA,7,NA
"GO:0006780 uroporphyrinogen III biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006781 succinyl-CoA pathway",NA,NA,NA,NA,1,NA
"GO:0006782 protoporphyrinogen IX biosynthetic process",NA,NA,NA,NA,9,NA
"GO:0006784 heme a biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0006787 porphyrin-containing compound catabolic process",NA,NA,NA,NA,6,NA
"GO:0006788 heme oxidation",NA,NA,NA,NA,2,NA
"GO:0006789 bilirubin conjugation",NA,NA,NA,NA,1,NA
"GO:0006793 phosphorus metabolic process",NA,NA,NA,NA,2480,NA
"GO:0006796 phosphate-containing compound metabolic process",NA,NA,NA,NA,2433,NA
"GO:0006797 polyphosphate metabolic process",NA,NA,NA,NA,1,NA
"GO:0006807 nitrogen compound metabolic process",NA,NA,NA,NA,5805,NA
"GO:0006808 regulation of nitrogen utilization",NA,NA,NA,NA,3,NA
"GO:0006810 transport",NA,NA,NA,NA,3330,NA
"GO:0006811 ion transport",NA,NA,NA,NA,989,NA
"GO:0006812 cation transport",NA,NA,NA,NA,636,NA
"GO:0006824 cobalt ion transport",NA,NA,NA,NA,5,NA
"GO:0006828 manganese ion transport",NA,NA,NA,NA,5,NA
"GO:0006842 tricarboxylic acid transport",NA,NA,NA,NA,1,NA
"GO:0006843 mitochondrial citrate transport",NA,NA,NA,NA,1,NA
"GO:0006848 pyruvate transport",NA,NA,NA,NA,3,NA
"GO:0006850 mitochondrial pyruvate transport",NA,NA,NA,NA,2,NA
"GO:0006851 mitochondrial calcium ion transport",NA,NA,NA,NA,6,NA
"GO:0006853 carnitine shuttle",NA,NA,NA,NA,8,NA
"GO:0006855 drug transmembrane transport",NA,NA,NA,NA,9,NA
"GO:0006857 oligopeptide transport",NA,NA,NA,NA,3,NA
"GO:0006858 extracellular transport",NA,NA,NA,NA,5,NA
"GO:0006863 purine nucleobase transport",NA,NA,NA,NA,4,NA
"GO:0006867 asparagine transport",NA,NA,NA,NA,1,NA
"GO:0006868 glutamine transport",NA,NA,NA,NA,4,NA
"GO:0006873 cellular ion homeostasis",NA,NA,NA,NA,595,NA
"GO:0006876 cellular cadmium ion homeostasis",NA,NA,NA,NA,1,NA
"GO:0006880 intracellular sequestering of iron ion",NA,NA,NA,NA,2,NA
"GO:0006883 cellular sodium ion homeostasis",NA,NA,NA,NA,5,NA
"GO:0006886 intracellular protein transport",NA,NA,NA,NA,703,NA
"GO:0006910 phagocytosis, recognition",NA,NA,NA,NA,9,NA
"GO:0006915 apoptotic process",NA,NA,NA,NA,1532,NA
"GO:0006922 cleavage of lamin involved in execution phase of apoptosis",NA,NA,NA,NA,3,NA
"GO:0006923 cleavage of cytoskeletal proteins involved in execution phase of apoptosis",NA,NA,NA,NA,4,NA
"GO:0006924 activation-induced cell death of T cells",NA,NA,NA,NA,7,NA
"GO:0006926 virus-infected cell apoptotic process",NA,NA,NA,NA,4,NA
"GO:0006927 transformed cell apoptotic process",NA,NA,NA,NA,6,NA
"GO:0006928 cellular component movement",NA,NA,NA,NA,1184,NA
"GO:0006930 substrate-dependent cell migration, cell extension",NA,NA,NA,NA,4,NA
"GO:0006931 substrate-dependent cell migration, cell attachment to substrate",NA,NA,NA,NA,3,NA
"GO:0006933 negative regulation of cell adhesion involved in substrate-bound cell migration",NA,NA,NA,NA,3,NA
"GO:0006935 chemotaxis",NA,NA,NA,NA,585,NA
"GO:0006948 induction by virus of host cell-cell fusion",NA,NA,NA,NA,1,NA
"GO:0006950 response to stress",NA,NA,NA,NA,2838,NA
"GO:0006952 defense response",NA,NA,NA,NA,1047,NA
"GO:0006955 immune response",NA,NA,NA,NA,1001,NA
"GO:0006963 positive regulation of antibacterial peptide biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0006965 positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria",NA,NA,NA,NA,1,NA
"GO:0006971 hypotonic response",NA,NA,NA,NA,4,NA
"GO:0006974 response to DNA damage stimulus",NA,NA,NA,NA,608,NA
"GO:0006975 DNA damage induced protein phosphorylation",NA,NA,NA,NA,6,NA
"GO:0006982 response to lipid hydroperoxide",NA,NA,NA,NA,3,NA
"GO:0006983 ER overload response",NA,NA,NA,NA,9,NA
"GO:0006990 positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response",NA,NA,NA,NA,2,NA
"GO:0006996 organelle organization",NA,NA,NA,NA,2127,NA
"GO:0007000 nucleolus organization",NA,NA,NA,NA,4,NA
"GO:0007008 outer mitochondrial membrane organization",NA,NA,NA,NA,4,NA
"GO:0007010 cytoskeleton organization",NA,NA,NA,NA,798,NA
"GO:0007021 tubulin complex assembly",NA,NA,NA,NA,5,NA
"GO:0007023 post-chaperonin tubulin folding pathway",NA,NA,NA,NA,3,NA
"GO:0007028 cytoplasm organization",NA,NA,NA,NA,7,NA
"GO:0007035 vacuolar acidification",NA,NA,NA,NA,5,NA
"GO:0007039 vacuolar protein catabolic process",NA,NA,NA,NA,1,NA
"GO:0007042 lysosomal lumen acidification",NA,NA,NA,NA,4,NA
"GO:0007049 cell cycle",NA,NA,NA,NA,1385,NA
"GO:0007056 spindle assembly involved in female meiosis",NA,NA,NA,NA,1,NA
"GO:0007057 spindle assembly involved in female meiosis I",NA,NA,NA,NA,1,NA
"GO:0007060 male meiosis chromosome segregation",NA,NA,NA,NA,3,NA
"GO:0007066 female meiosis sister chromatid cohesion",NA,NA,NA,NA,2,NA
"GO:0007072 positive regulation of transcription on exit from mitosis",NA,NA,NA,NA,1,NA
"GO:0007079 mitotic chromosome movement towards spindle pole",NA,NA,NA,NA,2,NA
"GO:0007084 mitotic nuclear envelope reassembly",NA,NA,NA,NA,1,NA
"GO:0007089 traversing start control point of mitotic cell cycle",NA,NA,NA,NA,5,NA
"GO:0007092 activation of mitotic anaphase-promoting complex activity",NA,NA,NA,NA,2,NA
"GO:0007095 mitotic cell cycle G2/M transition DNA damage checkpoint",NA,NA,NA,NA,7,NA
"GO:0007097 nuclear migration",NA,NA,NA,NA,6,NA
"GO:0007100 mitotic centrosome separation",NA,NA,NA,NA,5,NA
"GO:0007108 cytokinesis, initiation of separation",NA,NA,NA,NA,1,NA
"GO:0007109 cytokinesis, completion of separation",NA,NA,NA,NA,2,NA
"GO:0007113 endomitotic cell cycle",NA,NA,NA,NA,3,NA
"GO:0007132 meiotic metaphase I",NA,NA,NA,NA,3,NA
"GO:0007135 meiosis II",NA,NA,NA,NA,2,NA
"GO:0007136 meiotic prophase II",NA,NA,NA,NA,1,NA
"GO:0007137 meiotic metaphase II",NA,NA,NA,NA,1,NA
"GO:0007144 female meiosis I",NA,NA,NA,NA,5,NA
"GO:0007154 cell communication",NA,NA,NA,NA,4665,NA
"GO:0007155 cell adhesion",NA,NA,NA,NA,943,NA
"GO:0007161 calcium-independent cell-matrix adhesion",NA,NA,NA,NA,4,NA
"GO:0007165 signal transduction",NA,NA,NA,NA,4053,NA
"GO:0007166 cell surface receptor signaling pathway",NA,NA,NA,NA,2301,NA
"GO:0007167 enzyme linked receptor protein signaling pathway",NA,NA,NA,NA,874,NA
"GO:0007169 transmembrane receptor protein tyrosine kinase signaling pathway",NA,NA,NA,NA,620,NA
"GO:0007172 signal complex assembly",NA,NA,NA,NA,8,NA
"GO:0007174 epidermal growth factor catabolic process",NA,NA,NA,NA,1,NA
"GO:0007175 negative regulation of epidermal growth factor-activated receptor activity",NA,NA,NA,NA,8,NA
"GO:0007181 transforming growth factor beta receptor complex assembly",NA,NA,NA,NA,3,NA
"GO:0007182 common-partner SMAD protein phosphorylation",NA,NA,NA,NA,6,NA
"GO:0007185 transmembrane receptor protein tyrosine phosphatase signaling pathway",NA,NA,NA,NA,7,NA
"GO:0007186 G-protein coupled receptor signaling pathway",NA,NA,NA,NA,582,NA
"GO:0007195 adenylate cyclase-inhibiting dopamine receptor signaling pathway",NA,NA,NA,NA,5,NA
"GO:0007196 adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway",NA,NA,NA,NA,2,NA
"GO:0007197 adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway",NA,NA,NA,NA,2,NA
"GO:0007199 G-protein coupled receptor signaling pathway coupled to cGMP nucleotide second messenger",NA,NA,NA,NA,8,NA
"GO:0007206 phospholipase C-activating G-protein coupled glutamate receptor signaling pathway",NA,NA,NA,NA,2,NA
"GO:0007207 phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway",NA,NA,NA,NA,3,NA
"GO:0007208 phospholipase C-activating serotonin receptor signaling pathway",NA,NA,NA,NA,1,NA
"GO:0007216 G-protein coupled glutamate receptor signaling pathway",NA,NA,NA,NA,7,NA
"GO:0007217 tachykinin receptor signaling pathway",NA,NA,NA,NA,8,NA
"GO:0007221 positive regulation of transcription of Notch receptor target",NA,NA,NA,NA,4,NA
"GO:0007225 patched ligand maturation",NA,NA,NA,NA,1,NA
"GO:0007227 signal transduction downstream of smoothened",NA,NA,NA,NA,3,NA
"GO:0007228 positive regulation of hh target transcription factor activity",NA,NA,NA,NA,3,NA
"GO:0007231 osmosensory signaling pathway",NA,NA,NA,NA,1,NA
